                Year                 Doy        Cinput(gC/s)      Foliage(gC/m2)        Woody(gC/m2)   Met_litter(gC/m2)   Str_litter(gC/m2)    Fast_soil(gC/m2)    Slow_soil(gC/m2)    Pass_soil(gC/m2)          I(gC/m2/s)  Residence time(yr)     Capacity(gC/m2)    Potential(gC/m2)
                7532                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7533                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7534                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7535                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7536                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7537                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7538                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7539                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7540                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7541                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                7542                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7543                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7544                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7545                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7546                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7547                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7548                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7549                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7550                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7551                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                7552                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7553                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7554                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7555                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7556                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7557                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7558                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7559                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7560                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7561                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                7562                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7563                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7564                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7565                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7566                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7567                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7568                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7569                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7570                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                7571                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                7572                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
